,name_customer,clear_date,document_create_date.1,due_in_date,total_open_amount,baseline_create_date,isOpen,delay
35903,DOT llc,2019-10-25,2019-09-23,2019-10-25,74763.68,2019-09-23,0,0 days
35905,SUPE corp,2019-12-09,2019-11-22,2019-12-07,61295.31,2019-11-22,0,2 days
35907,SYSCO corporation,2019-01-23,2019-01-10,2019-01-25,925.63,2019-01-10,0,-2 days
35908,SA llc,2019-11-29,2019-11-12,2019-11-27,10379.1,2019-11-12,0,2 days
35909,WAL-MAR ,2019-03-11,2019-02-27,2019-03-14,248.88,2019-02-27,0,-3 days
35910,RITE us,2019-10-31,2019-10-16,2019-10-31,81055.59,2019-10-16,0,0 days
35911,PUBLI trust,2019-11-19,2019-11-04,2019-11-19,27995.37,2019-11-04,0,0 days
35912,BROOKS foundation,2019-06-27,2019-06-14,2019-06-29,20492.6,2019-06-14,0,-2 days
35914,M B  corporation,2019-03-19,2019-02-12,2019-03-16,43511.61,2019-02-12,0,3 days
35915,KRAFT  trust,2019-05-31,2019-04-02,2019-05-07,14320.86,2019-04-02,0,24 days
35916,WAL-MAR in,2019-12-02,2019-11-21,2019-12-06,14916.82,2019-11-21,0,-4 days
35918,KRAFT F llc,2019-11-01,2019-09-13,2019-09-13,12773.38,2019-09-13,0,49 days
35919,DELHAIZE co,2019-08-22,2019-08-07,2019-08-22,87560.11,2019-08-07,0,0 days
35920,DI us,2019-07-29,2019-07-12,2019-07-27,52362.83,2019-07-12,0,2 days
35921,ALBERT co,2019-04-05,2019-03-21,2019-04-05,124781.65,2019-03-21,0,0 days
35922,DOT systems,2020-02-21,2020-02-06,2020-03-11,5369.08,2020-02-06,0,-19 days
35925,KRAFT F trust,2019-08-02,2019-06-02,2019-06-02,3042.36,2019-06-02,0,61 days
35927,DOLLA systems,2019-10-24,2019-10-09,2019-10-24,72441.46,2019-10-09,0,0 days
35928,WAL-MAR co,2019-11-19,2019-11-09,2019-11-24,542.11,2019-11-09,0,-5 days
35930,SYSC corporation,2019-10-24,2019-10-02,2019-10-20,67509.52,2019-10-10,0,4 days
35931,WAL-MAR systems,2019-08-15,2019-08-04,2019-08-19,3702.21,2019-08-04,0,-4 days
35932,GORDO associates,2019-04-30,2019-04-15,2019-04-30,35081.78,2019-04-15,0,0 days
35933,WEGMAN corp,2019-02-27,2019-02-12,2019-02-27,18654.23,2019-02-12,0,0 days
35935,GO corporation,2019-02-08,2019-01-25,2019-02-09,16068.65,2019-01-25,0,-1 days
35936,ASSOCIAT systems,2019-11-25,2019-09-20,2019-11-24,6419.51,2019-09-20,0,1 days
35937,BJ'S  systems,2020-01-13,2019-12-29,2020-01-13,750.26,2019-12-29,0,0 days
35938,GENE co,2019-12-24,2019-09-19,2019-12-18,61832.0,2019-09-19,0,6 days
35943,MARTIN corp,2019-12-18,2019-11-25,2019-12-14,4074.88,2019-12-04,0,4 days
35944,WAL-MAR ,2020-01-28,2020-01-16,2020-01-31,61371.69,2020-01-16,0,-3 days
35945,WAL-MAR trust,2019-06-25,2019-06-14,2019-06-29,9203.1,2019-06-14,0,-4 days
35947,UNIFIE associates,2019-11-12,2019-10-25,2019-11-09,6575.05,2019-10-25,0,3 days
35949,C&S WH llc,2019-03-15,2019-02-28,2019-03-15,75635.43,2019-02-28,0,0 days
35950,DECA systems,2019-02-22,2019-02-21,2019-02-26,2257.86,2019-02-16,0,-4 days
35951,ASSOCIAT corporation,2019-01-24,2019-01-08,2019-01-23,33659.66,2019-01-08,0,1 days
35953,WAL-MAR in,2019-12-17,2019-12-06,2019-12-21,30758.85,2019-12-06,0,-4 days
35954,SUPERB corp,2019-05-06,2019-04-19,2019-05-04,3465.5,2019-04-19,0,2 days
35955,SA in,2019-05-07,2019-04-21,2019-05-06,61974.93,2019-04-21,0,1 days
35956,AM us,2019-06-04,2019-04-12,2019-04-27,18826.27,2019-04-12,0,38 days
35957,COSTCO corporation,2019-09-16,2019-08-29,2019-09-09,789.06,2019-08-30,0,7 days
35958,WAL-MAR in,2019-12-27,2019-12-16,2019-12-31,48109.14,2019-12-16,0,-4 days
35959,DECA us,2019-03-04,2019-02-21,2019-03-11,1674.94,2019-02-16,0,-7 days
35960,WAL-MAR ,2019-08-19,2019-08-08,2019-08-23,61739.49,2019-08-08,0,-4 days
35961,SYSC co,2019-02-07,2019-01-18,2019-02-03,13662.42,2019-01-24,0,4 days
35963,PUBLI corp,2019-04-22,2019-02-16,2019-04-22,47309.11,2019-02-16,0,0 days
35964,SYSC trust,2019-01-18,2019-01-02,2019-01-17,672.57,2019-01-02,0,1 days
35965,RESTA us,2019-03-27,2019-03-07,2019-03-27,1592.2,2019-03-07,0,0 days
35966,WAL-MAR foundation,2019-08-09,2019-07-27,2019-08-11,30152.42,2019-07-27,0,-2 days
35967,BJ'S  us,2019-05-01,2019-04-16,2019-05-01,16319.95,2019-04-16,0,0 days
35968,WAL-MAR in,2019-07-15,2019-06-30,2019-07-15,35468.32,2019-06-30,0,0 days
35969,WAL-MAR llc,2019-09-24,2019-09-06,2019-09-21,26931.55,2019-09-06,0,3 days
35970,WAL-MAR llc,2019-10-15,2019-10-01,2019-10-16,13620.19,2019-10-01,0,-1 days
35972,SO llc,2019-06-13,2019-05-29,2019-06-09,97359.43,2019-05-30,0,4 days
35975,WAL-MAR co,2019-06-25,2019-06-14,2019-06-29,36464.92,2019-06-14,0,-4 days
35978,RA foundation,2019-01-22,2019-01-06,2019-01-21,50329.51,2019-01-06,0,1 days
35979,PROFIC llc,2019-06-10,2019-05-23,2019-06-07,21668.78,2019-05-23,0,3 days
35980,SMITH'S co,2019-08-22,2019-08-07,2019-08-22,43848.99,2019-08-07,0,0 days
35981,WAL-MAR systems,2019-11-21,2019-11-03,2019-11-18,9512.3,2019-11-03,0,3 days
35983,DOLLA ,2019-01-24,2019-01-05,2019-01-20,10315.26,2019-01-05,0,4 days
35984,C&S WH corp,2019-10-30,2019-10-15,2019-10-30,14567.73,2019-10-15,0,0 days
35985,HAR associates,2020-03-05,2020-02-21,2020-03-07,148629.33,2020-02-21,0,-2 days
35986,WAL-MAR us,2019-12-23,2019-12-12,2019-12-27,31836.13,2019-12-12,0,-4 days
35987,BJ'S  us,2019-11-13,2019-10-29,2019-11-13,165.65,2019-10-29,0,0 days
35989,SAFEW foundation,2019-04-02,2019-03-18,2019-04-02,25321.75,2019-03-18,0,0 days
35991,WAL-MAR co,2019-12-18,2019-12-08,2019-12-23,30337.29,2019-12-08,0,-5 days
35992,KRAFT  associates,2020-03-27,2020-02-06,2020-03-12,14675.64,2020-02-06,0,15 days
35993,NATURA systems,2019-04-12,2019-04-03,2019-04-18,19823.24,2019-04-03,0,-6 days
35994,WAL-MAR in,2019-12-16,2019-11-26,2019-12-11,16925.09,2019-11-26,0,5 days
35995,WAL-MAR ,2019-10-24,2019-10-13,2019-10-28,2373.96,2019-10-13,0,-4 days
35996,ASSOCIA ,2019-08-08,2019-06-29,2019-07-29,108305.88,2019-06-29,0,10 days
35997,WAKE in,2019-02-01,2019-01-17,2019-02-01,36528.3,2019-01-17,0,0 days
35998,KRAFT  associates,2019-05-31,2019-04-21,2019-05-26,39527.32,2019-04-21,0,5 days
35999,WAL-MAR in,2019-01-28,2019-01-15,2019-01-30,7597.16,2019-01-15,0,-2 days
36000,DELHAIZE us,2019-03-11,2019-02-22,2019-03-09,106831.28,2019-02-22,0,2 days
36002,COST corp,2019-03-04,2019-02-12,2019-02-27,16439.88,2019-02-12,0,5 days
36003,SUPER  corporation,2019-12-24,2019-12-09,2019-12-24,125298.53,2019-12-09,0,0 days
36006,DECA ,2019-07-24,2019-07-22,2019-07-26,7705.56,2019-07-16,0,-2 days
36007,D corporation,2019-12-23,2019-12-05,2019-12-20,27454.16,2019-12-05,0,3 days
36008,COSTCO co,2019-11-12,2019-11-01,2019-11-12,14158.15,2019-11-02,0,0 days
36010,COST corporation,2019-06-07,2019-05-21,2019-06-10,29924.33,2019-05-21,0,-3 days
36011,US  llc,2019-10-21,2019-10-03,2019-10-18,30708.48,2019-10-03,0,3 days
36012,GORDON F systems,2019-06-20,2019-06-06,2019-06-17,4788.58,2019-06-07,0,3 days
36013,BEN  co,2019-10-23,2019-10-14,2019-10-29,25023.63,2019-10-14,0,-6 days
36017,WAL-MAR corporation,2019-11-29,2019-11-17,2019-12-02,74453.42,2019-11-17,0,-3 days
36018,SYSCO  ,2019-03-14,2019-02-26,2019-03-13,665.98,2019-02-26,0,1 days
36019,ASSOCIAT foundation,2019-01-16,2019-01-03,2019-01-18,9455.76,2019-01-03,0,-2 days
36020,GOUR systems,2019-07-08,2019-06-27,2019-07-12,12777.05,2019-06-27,0,-4 days
36021,KRAFT F us,2019-03-29,2019-02-20,2019-02-20,10896.53,2019-02-20,0,37 days
36022,GORDO llc,2019-04-30,2019-04-08,2019-04-23,41419.58,2019-04-08,0,7 days
36023,WAL-MAR co,2019-09-09,2019-08-29,2019-09-13,68006.82,2019-08-29,0,-4 days
36024,SHAM trust,2019-07-16,2019-06-26,2019-07-16,12261.7,2019-06-26,0,0 days
36025,H E BUT trust,2019-11-13,2019-10-28,2019-11-12,38651.3,2019-10-28,0,1 days
36026,THE  systems,2019-12-04,2019-09-23,2019-10-06,19026.36,2019-09-26,0,59 days
36027,PUBLI co,2019-07-08,2019-06-19,2019-07-04,734.6,2019-06-19,0,4 days
36028,KRAFT  llc,2019-03-01,2019-01-23,2019-02-27,7824.0,2019-01-23,0,2 days
36030,SO trust,2019-12-10,2019-11-18,2019-12-06,143241.99,2019-11-26,0,4 days
36031,BJ'S  systems,2019-11-20,2019-11-02,2019-11-17,15666.12,2019-11-02,0,3 days
36032,SA trust,2019-09-11,2019-08-26,2019-09-10,29006.35,2019-08-26,0,1 days
36033,JETR systems,2019-07-31,2019-07-16,2019-07-31,12544.05,2019-07-16,0,0 days
36036,TARG in,2019-05-17,2019-05-01,2019-05-16,7710.05,2019-05-01,0,1 days
36037,SA associates,2019-05-29,2019-05-13,2019-05-28,34703.07,2019-05-13,0,1 days
36038,DEC ,2019-12-30,2019-12-20,2020-01-08,1644.48,2019-12-16,0,-9 days
36039,OK llc,2019-02-01,2019-01-17,2019-02-01,92553.05,2019-01-17,0,0 days
36041,WAL-MAR co,2019-06-18,2019-06-07,2019-06-22,1897.5,2019-06-07,0,-4 days
36042,C ,2019-08-05,2019-07-17,2019-08-01,6349.76,2019-07-17,0,4 days
36043,WAKE us,2019-09-16,2019-08-30,2019-09-14,18209.21,2019-08-30,0,2 days
36044,ROU corp,2019-10-08,2019-09-20,2019-10-05,41231.67,2019-09-20,0,3 days
36045,WAL-MAR trust,2019-06-03,2019-05-23,2019-06-07,19018.74,2019-05-23,0,-4 days
36047,WAL-MAR llc,2019-03-18,2019-03-07,2019-03-22,13065.2,2019-03-07,0,-4 days
36048,C&S WH corp,2019-08-27,2019-08-12,2019-08-27,33766.27,2019-08-12,0,0 days
36049,WAL-MAR in,2019-11-15,2019-11-04,2019-11-19,4215.46,2019-11-04,0,-4 days
36050,MEIJ llc,2019-08-29,2019-08-14,2019-08-29,168723.19,2019-08-14,0,0 days
36051,WAL-MAR corp,2019-07-15,2019-06-27,2019-07-12,1880.68,2019-06-27,0,3 days
36052,FR in,2019-04-09,2019-02-03,2019-04-09,5784.02,2019-02-03,0,0 days
36053,SYSCO F associates,2019-09-09,2019-08-23,2019-09-07,8212.3,2019-08-23,0,2 days
36054,A & W F trust,2019-09-20,2019-09-06,2019-09-17,4373.08,2019-09-07,0,3 days
36055,ALBER co,2019-02-25,2019-02-08,2019-02-23,51418.29,2019-02-08,0,2 days
36056,WAL-MAR co,2019-02-04,2019-01-23,2019-02-07,20.1,2019-01-23,0,-3 days
36057,ALBERT us,2019-05-16,2019-05-01,2019-05-16,106239.58,2019-05-01,0,0 days
36059,KRAFT  corp,2019-12-20,2019-11-05,2019-12-11,21168.84,2019-11-06,0,9 days
36060,WINC foundation,2019-03-22,2019-03-05,2019-03-20,9308.88,2019-03-05,0,2 days
36061,SAFEW llc,2019-10-25,2019-08-21,2019-10-25,4322.63,2019-08-21,0,0 days
36062,WAL-MAR systems,2019-02-19,2019-02-08,2019-02-23,11366.3,2019-02-08,0,-4 days
36063,DOT trust,2020-03-02,2020-02-09,2020-03-12,86641.12,2020-02-09,0,-10 days
36065,BJ'S  in,2019-07-19,2019-07-04,2019-07-19,355.24,2019-07-04,0,0 days
36066,MID MO llc,2019-07-11,2019-06-26,2019-07-11,139188.86,2019-06-26,0,0 days
36068,MEIJ corp,2019-12-30,2019-12-14,2019-12-29,50991.79,2019-12-14,0,1 days
36069,MEIJ systems,2019-04-05,2019-03-21,2019-04-05,2329.0,2019-03-21,0,0 days
36070,PIGGLY ,2019-07-02,2019-06-18,2019-07-03,52224.27,2019-06-18,0,-1 days
36071,SA foundation,2019-10-07,2019-09-20,2019-10-05,14624.72,2019-09-20,0,2 days
36072,WAL-MAR llc,2019-07-05,2019-06-23,2019-07-08,759.0,2019-06-23,0,-3 days
36073,UTZ Q corporation,2019-08-30,2019-08-05,2019-09-04,58506.0,2019-08-05,0,-5 days
36075,TARG llc,2019-06-25,2019-06-10,2019-06-25,70018.86,2019-06-10,0,0 days
36076,C&S WH corp,2019-09-27,2019-09-12,2019-09-27,22009.88,2019-09-12,0,0 days
36077,DOT associates,2020-02-10,2020-01-09,2020-02-10,58409.56,2020-01-09,0,0 days
36078,SCHNU trust,2019-04-22,2019-04-08,2019-04-23,153320.07,2019-04-08,0,-1 days
36081,WAL-MAR in,2019-11-20,2019-11-10,2019-11-25,34607.84,2019-11-10,0,-5 days
36082,WAL-MAR corp,2019-10-29,2019-10-16,2019-10-31,70421.11,2019-10-16,0,-2 days
36083,PERFOR corp,2019-06-12,2019-05-28,2019-06-12,56472.79,2019-05-28,0,0 days
36085,RESTA corp,2020-01-14,2019-12-30,2020-01-14,5070.91,2019-12-30,0,0 days
36086,WAL-MAR corporation,2019-06-04,2019-05-22,2019-06-06,80.23,2019-05-22,0,-2 days
36087,US  trust,2019-06-03,2019-04-26,2019-05-28,49514.65,2019-04-26,0,6 days
36088,AMAZO foundation,2019-10-23,2019-09-29,2019-10-18,2562.44,2019-10-08,0,5 days
36089,TARG llc,2019-10-01,2019-09-19,2019-10-04,3354.39,2019-09-19,0,-3 days
36090,REINHA llc,2019-08-30,2019-08-16,2019-08-31,44674.61,2019-08-16,0,-1 days
36091,AL foundation,2019-08-23,2019-08-06,2019-08-21,42402.39,2019-08-06,0,2 days
36092,WAL-MAR in,2020-02-18,2020-02-04,2020-02-19,1898.2,2020-02-04,0,-1 days
36093,DEC foundation,2019-04-12,2019-04-12,2019-04-11,6252.72,2019-04-01,0,1 days
36094,WAL-MAR llc,2019-10-18,2019-10-08,2019-10-23,50145.27,2019-10-08,0,-5 days
36096,KROGER corp,2019-06-26,2019-06-11,2019-06-26,16893.5,2019-06-11,0,0 days
36097,HAR us,2019-01-31,2019-01-17,2019-02-01,159759.28,2019-01-17,0,-1 days
36099,BJ'S  corporation,2019-05-08,2019-04-23,2019-05-08,67.29,2019-04-23,0,0 days
36100,C&S WH trust,2019-12-30,2019-12-13,2019-12-28,1324.34,2019-12-13,0,2 days
36101,WAL-MAR ,2019-12-23,2019-12-12,2019-12-27,3377.09,2019-12-12,0,-4 days
36102,DELHAIZE corp,2019-03-22,2019-03-06,2019-03-21,20735.94,2019-03-06,0,1 days
36103,ASSOCIAT co,2019-12-13,2019-11-28,2019-12-13,168426.14,2019-11-28,0,0 days
36106,TARG co,2019-10-22,2019-08-07,2019-10-21,1758.34,2019-08-07,0,1 days
36107,INTER us,2019-03-22,2019-03-05,2019-03-20,45913.98,2019-03-05,0,2 days
36109,BJ'S  ,2020-03-12,2020-02-26,2020-03-12,464.33,2020-02-26,0,0 days
36111,WAL-MAR trust,2020-01-21,2020-01-03,2020-01-18,24166.84,2020-01-03,0,3 days
36112,MAXIMU us,2019-06-26,2019-06-10,2019-06-25,43459.97,2019-06-10,0,1 days
36114,SCHNU corp,2019-02-14,2019-01-29,2019-02-13,48687.8,2019-01-29,0,1 days
36115,WAL-MAR co,2019-06-24,2019-06-13,2019-06-28,48904.76,2019-06-13,0,-4 days
36116,TARG systems,2019-05-03,2019-04-13,2019-04-28,53505.0,2019-04-13,0,5 days
36117,MONDE in,2019-07-11,2019-02-15,2019-04-16,35456.0,2019-02-15,0,86 days
36119,COLABOR  corp,2019-04-18,2019-04-04,2019-04-16,10380.08,2019-04-06,0,2 days
36120,H E BUT in,2019-05-14,2019-04-28,2019-05-13,3169.6,2019-04-28,0,1 days
36121,MEIJ systems,2019-11-27,2019-11-12,2019-11-27,48552.99,2019-11-12,0,0 days
36123,RA in,2019-04-19,2019-04-04,2019-04-19,34113.92,2019-04-04,0,0 days
36124,SA llc,2019-07-05,2019-06-17,2019-07-02,29265.73,2019-06-17,0,3 days
36125,M B  corp,2019-03-28,2019-03-12,2019-03-27,17578.59,2019-03-12,0,1 days
36126,SAFEW corporation,2019-09-20,2019-09-05,2019-09-20,15248.65,2019-09-05,0,0 days
36127,WAL-MAR trust,2019-09-10,2019-08-31,2019-09-15,1355.36,2019-08-31,0,-5 days
36128,COST corp,2019-03-12,2019-02-25,2019-03-12,45770.28,2019-02-25,0,0 days
36129,C&S WH corp,2019-07-11,2019-06-26,2019-07-11,42621.58,2019-06-26,0,0 days
36130,SYSC llc,2020-02-27,2020-02-12,2020-02-24,9734.74,2020-02-14,0,3 days
36131,MCL associates,2019-10-29,2019-10-04,2019-10-19,6747.65,2019-10-04,0,10 days
36132,DEMOU ,2019-10-03,2019-09-18,2019-10-03,151403.25,2019-09-18,0,0 days
36133,FR associates,2019-12-09,2019-11-22,2019-12-07,57530.03,2019-11-22,0,2 days
36134,WAL-MAR us,2019-05-13,2019-05-01,2019-05-16,65927.56,2019-05-01,0,-3 days
36135,DASA I systems,2020-01-21,2020-01-05,2020-01-15,28778.75,2020-01-05,0,6 days
36136,MDV/ co,2019-11-04,2019-10-21,2019-11-05,13427.56,2019-10-21,0,-1 days
36137,DOLLA in,2019-10-11,2019-09-26,2019-10-11,15428.24,2019-09-26,0,0 days
36138,H E BUT foundation,2019-02-05,2019-01-22,2019-02-06,21503.22,2019-01-22,0,-1 days
36139,WINC associates,2019-04-22,2019-02-14,2019-04-20,4952.74,2019-02-14,0,2 days
36141,GORDON F systems,2019-11-18,2019-10-31,2019-11-11,647.01,2019-11-01,0,7 days
36142,SA associates,2020-03-13,2020-02-26,2020-03-12,15005.29,2020-02-26,0,1 days
36143,DELHAIZE corp,2019-05-08,2019-04-23,2019-05-08,106120.85,2019-04-23,0,0 days
36144,DOLLAR corporation,2019-07-03,2019-06-17,2019-08-21,12428.82,2019-06-17,0,-49 days
36145,COST corp,2019-07-01,2019-04-26,2019-06-30,50146.62,2019-04-26,0,1 days
36146,AM in,2019-03-25,2019-02-27,2019-03-14,7274.37,2019-02-27,0,11 days
36149,TARG trust,2020-02-04,2020-01-17,2020-02-01,67639.74,2020-01-17,0,3 days
36150,DRIS corporation,2019-04-24,2019-04-12,2019-05-02,40365.16,2019-04-12,0,-8 days
36151,DELHAIZE llc,2020-01-16,2019-12-29,2020-01-13,96455.07,2019-12-29,0,3 days
36152,HAR corp,2019-01-30,2019-01-10,2019-01-25,146098.06,2019-01-10,0,5 days
36153,SO corp,2019-07-05,2019-06-19,2019-06-30,34618.79,2019-06-20,0,5 days
36154,COST us,2019-11-21,2019-11-08,2019-11-23,9347.16,2019-11-08,0,-2 days
36155,SA llc,2019-10-03,2019-09-18,2019-10-03,79324.83,2019-09-18,0,0 days
36156,REINHA us,2019-07-09,2019-06-22,2019-07-07,1571.43,2019-06-22,0,2 days
36157,WAL-MAR ,2019-11-18,2019-10-31,2019-11-15,19157.52,2019-10-31,0,3 days
36158,KRAFT F trust,2019-05-31,2019-04-29,2019-04-29,15043.84,2019-04-29,0,32 days
36159,WAL-MAR foundation,2019-10-25,2019-10-12,2019-10-27,4272.16,2019-10-12,0,-2 days
36161,WAL-MAR systems,2019-06-18,2019-06-08,2019-06-23,1451.69,2019-06-08,0,-5 days
36162,POST  foundation,2019-11-18,2019-10-30,2019-11-14,22481.28,2019-10-30,0,4 days
36163,WAL-MAR co,2019-05-22,2019-05-11,2019-05-26,10098.43,2019-05-11,0,-4 days
36165,PUBLI foundation,2019-08-20,2019-05-22,2019-08-20,4732.33,2019-05-22,0,0 days
36166,BURR llc,2019-04-22,2019-04-05,2019-04-20,125951.03,2019-04-05,0,2 days
36167,SUPE llc,2019-07-05,2019-06-20,2019-07-05,49312.17,2019-06-20,0,0 days
36169,BUTTE llc,2019-12-27,2019-12-02,2020-01-01,1022.1,2019-12-02,0,-5 days
36171,SPAR corporation,2019-04-30,2019-04-15,2019-04-30,122841.3,2019-04-15,0,0 days
36172,HY -  in,2019-06-17,2019-05-30,2019-06-14,2046.96,2019-05-30,0,3 days
36173,WAL-MAR corporation,2019-11-25,2019-11-13,2019-11-28,22808.82,2019-11-13,0,-3 days
36174,WAL-MAR corporation,2019-07-01,2019-06-13,2019-06-28,55412.25,2019-06-13,0,3 days
36176,WAL-MAR associates,2019-09-04,2019-08-23,2019-09-07,20777.32,2019-08-23,0,-3 days
36178,WAL-MAR corporation,2019-07-09,2019-06-27,2019-07-12,61871.89,2019-06-27,0,-3 days
36179,HEIN corporation,2019-10-22,2019-08-27,2019-10-11,8429.49,2019-08-27,0,11 days
36180,KING S systems,2019-12-26,2019-12-10,2019-12-25,123652.92,2019-12-10,0,1 days
36181,BJ'S  associates,2019-09-23,2019-09-08,2019-09-23,557.17,2019-09-08,0,0 days
36182,WAL-MAR trust,2019-07-08,2019-06-26,2019-07-11,1612.87,2019-06-26,0,-3 days
36183,WAL-MAR ,2019-12-16,2019-11-28,2019-12-13,70750.21,2019-11-28,0,3 days
36184,SAFEW foundation,2019-06-13,2019-05-27,2019-06-11,34482.97,2019-05-27,0,2 days
36185,OK corporation,2019-03-28,2019-03-11,2019-03-26,49575.97,2019-03-11,0,2 days
36187,COSTCO trust,2019-06-27,2019-06-03,2019-06-21,3428.35,2019-06-11,0,6 days
36188,KEHE  systems,2019-10-31,2019-10-18,2019-11-02,2758.36,2019-10-18,0,-2 days
36189,DECA associates,2020-02-14,2020-02-10,2020-02-24,455.46,2020-02-01,0,-10 days
36191,US  us,2019-06-17,2019-05-29,2019-06-13,33280.88,2019-05-29,0,4 days
36192,US  us,2019-08-23,2019-07-26,2019-08-10,31181.54,2019-07-26,0,13 days
36193,RONALD ,2020-02-24,2020-01-21,2020-02-21,22676.16,2020-01-22,0,3 days
36194,DI ,2019-05-28,2019-05-10,2019-05-25,16258.47,2019-05-10,0,3 days
36195,C&S WH associates,2019-09-10,2019-08-25,2019-09-09,31678.62,2019-08-25,0,1 days
36196,GROC ,2020-02-04,2020-01-20,2020-02-04,25780.0,2020-01-20,0,0 days
36197,WAL-MAR llc,2019-06-24,2019-06-11,2019-06-26,471.56,2019-06-11,0,-2 days
36198,WAL-MAR foundation,2019-03-11,2019-02-27,2019-03-14,16224.96,2019-02-27,0,-3 days
36199,GR JEA in,2019-11-25,2019-11-04,2019-11-16,8206.84,2019-11-06,0,9 days
36200,DEC us,2019-01-15,2019-01-10,2019-01-24,1938.46,2019-01-01,0,-9 days
36203,ASSOCIAT foundation,2020-01-13,2019-12-30,2020-01-14,46063.78,2019-12-30,0,-1 days
36204,WAL-MAR llc,2019-04-04,2019-03-25,2019-04-09,42.22,2019-03-25,0,-5 days
36205,BJ'S  corp,2019-06-25,2019-06-09,2019-06-24,433.35,2019-06-09,0,1 days
36206,LOB corp,2019-04-26,2019-04-13,2019-04-23,103477.0,2019-04-13,0,3 days
36207,COSTCO ,2019-01-25,2019-01-07,2019-01-25,50843.41,2019-01-15,0,0 days
36208,WAL-MAR trust,2019-09-04,2019-08-19,2019-09-03,14015.24,2019-08-19,0,1 days
36209,ASSOCIAT trust,2019-05-30,2019-05-14,2019-05-29,9470.47,2019-05-14,0,1 days
36210,S AB corp,2019-10-11,2019-10-01,2019-10-16,10174.61,2019-10-01,0,-5 days
36211,C&S WH us,2019-06-11,2019-04-06,2019-06-10,3204.34,2019-04-06,0,1 days
36212,KRAFT  foundation,2019-11-27,2019-10-24,2019-11-28,29832.0,2019-10-24,0,-1 days
36213,KROG associates,2020-02-06,2020-01-22,2020-02-06,133712.86,2020-01-22,0,0 days
36214,KRAFT  systems,2020-03-27,2020-02-03,2020-03-09,14612.4,2020-02-03,0,18 days
36215,WAL-M corp,2019-04-05,2019-03-16,2019-03-26,40918.05,2019-03-16,0,10 days
36217,ALBERT in,2019-08-06,2019-07-22,2019-08-06,106461.89,2019-07-22,0,0 days
36218,CASEY co,2019-08-06,2019-07-31,2019-08-15,15537.41,2019-07-31,0,-9 days
36220,COST us,2019-11-21,2019-11-08,2019-11-23,40440.44,2019-11-08,0,-2 days
36222,WAL-M co,2019-01-29,2019-01-09,2019-01-20,48726.56,2019-01-10,0,9 days
36224,WAL-MAR llc,2019-12-06,2019-11-26,2019-12-11,11460.87,2019-11-26,0,-5 days
36225,BJ'S  corporation,2019-05-30,2019-05-15,2019-05-30,442.89,2019-05-15,0,0 days
36226,AM in,2019-10-08,2019-09-19,2019-11-23,125.28,2019-09-19,0,-46 days
36227,WAL-MAR associates,2020-01-30,2020-01-17,2020-02-01,19255.49,2020-01-17,0,-2 days
36228,BUTTE corporation,2020-03-13,2020-02-17,2020-03-18,5232.04,2020-02-17,0,-5 days
36229,H E BUT systems,2020-01-29,2020-01-15,2020-01-30,46021.77,2020-01-15,0,-1 days
36230,WAL-MAR co,2020-02-19,2020-02-07,2020-02-22,15695.18,2020-02-07,0,-3 days
36231,C&S WH us,2019-01-23,2019-01-07,2019-01-22,35206.03,2019-01-07,0,1 days
36232,WAL-MAR corp,2019-06-11,2019-06-01,2019-06-16,46395.84,2019-06-01,0,-5 days
36233,DELHAIZE co,2019-02-06,2019-01-19,2019-02-03,14224.47,2019-01-19,0,3 days
36234,COST systems,2019-03-05,2019-02-19,2019-03-06,1533.61,2019-02-19,0,-1 days
36235,TARG corp,2019-10-29,2019-09-27,2019-10-12,7929.76,2019-09-27,0,17 days
36238,WINC ,2019-11-20,2019-11-05,2019-11-20,1591.46,2019-11-05,0,0 days
36239,C&S WH ,2019-05-14,2019-04-29,2019-05-14,135473.7,2019-04-29,0,0 days
36240,WAL-MAR co,2019-12-23,2019-12-06,2019-12-21,4067.65,2019-12-06,0,2 days
36243,BURR systems,2019-12-20,2019-12-05,2019-12-20,78257.96,2019-12-05,0,0 days
36244,ANTONIO trust,2019-05-31,2019-05-17,2019-06-01,32148.77,2019-05-17,0,-1 days
36245,ASSOCIAT in,2019-11-29,2019-10-19,2019-11-28,963.28,2019-10-19,0,1 days
36247,WAL-MAR us,2019-02-25,2019-02-13,2019-02-28,220.66,2019-02-13,0,-3 days
36248,WAL-MAR llc,2019-04-02,2019-03-22,2019-04-06,37851.23,2019-03-22,0,-4 days
36249,WAL-MAR co,2019-05-24,2019-05-12,2019-05-27,910.32,2019-05-12,0,-3 days
36251,WAL-MAR us,2019-04-11,2019-03-31,2019-04-15,7886.75,2019-03-31,0,-4 days
36252,ASSOCIAT foundation,2019-07-29,2019-07-13,2019-07-28,52468.61,2019-07-13,0,1 days
36253,C&S WH trust,2019-09-11,2019-06-27,2019-09-10,850.06,2019-06-27,0,1 days
36255,BJ'S  us,2019-10-09,2019-09-23,2019-10-08,128.07,2019-09-23,0,1 days
36256,DEC co,2019-10-01,2019-09-23,2019-10-09,1023.38,2019-09-16,0,-8 days
